,Mk,year,Ft,Ewltp (g/km) mean
685,Jeep,2020,petrol,161.25367683742093
686,Jeep,2020,petrol-electric,114.08866303366655
687,Jeep,2021,diesel,141.10426298116695
688,Jeep,2021,diesel-electric,168.8
689,Jeep,2021,e85,164.0
690,Jeep,2021,electric,0.0
691,Jeep,2021,lpg,152.57142857142858
692,Jeep,2021,petrol,161.25367683742093
693,Jeep,2021,petrol-electric,114.08866303366655
694,KEAT,2019,ng,101.0
695,KEAT,2020,ng,101.0
696,KEAT,2021,ng,101.0
697,KTM,2015,petrol,246.5272727272727
698,KTM,2016,petrol,249.24545454545452
699,KTM,2017,petrol,250.51
700,KTM,2018,petrol,256.43050847457624
701,KTM,2019,petrol,190.0
702,KTM,2020,petrol,190.0
703,KTM,2021,petrol,190.0
704,Kia,2015,diesel,169.93111720356407
705,Kia,2015,electric,0.0
706,Kia,2015,lpg,140.34347826086957
707,Kia,2015,petrol,176.62822185970637
708,Kia,2015,petrol-electric,152.96666666666667
709,Kia,2016,diesel,161.75070487635776
710,Kia,2016,diesel-electric,55.900000000000006
711,Kia,2016,electric,0.0
712,Kia,2016,lpg,157.34521739130435
713,Kia,2016,ng-biomethane,149.5
714,Kia,2016,petrol,171.7380281690141
715,Kia,2016,petrol-electric,51.054545454545455
716,Kia,2017,diesel,160.03132223611203
717,Kia,2017,electric,0.0
718,Kia,2017,lpg,141.50310559006215
719,Kia,2017,petrol,150.50199420036364
720,Kia,2017,petrol-electric,44.47149390243903
721,Kia,2018,diesel,159.20711066599898
722,Kia,2018,electric,0.0
723,Kia,2018,lpg,144.20781624500665
724,Kia,2018,petrol,157.65095126482066
725,Kia,2018,petrol-electric,39.21897925376666
726,Kia,2019,diesel,146.02081772406848
727,Kia,2019,diesel-electric,162.51243781094527
728,Kia,2019,electric,0.0
729,Kia,2019,lpg,128.4070564516129
730,Kia,2019,other,100.36071428571428
731,Kia,2019,petrol,131.6764110883153
732,Kia,2019,petrol-electric,35.6517649536647
733,Kia,2020,diesel,146.02081772406848
734,Kia,2020,diesel-electric,162.51243781094527
735,Kia,2020,electric,0.0
736,Kia,2020,lpg,128.4070564516129
737,Kia,2020,other,100.36071428571428
738,Kia,2020,petrol,131.6764110883153
739,Kia,2020,petrol-electric,35.6517649536647
740,Kia,2021,diesel,146.02081772406848
741,Kia,2021,diesel-electric,162.51243781094527
742,Kia,2021,electric,0.0
743,Kia,2021,lpg,128.4070564516129
744,Kia,2021,other,100.36071428571428
745,Kia,2021,petrol,131.6764110883153
746,Kia,2021,petrol-electric,35.6517649536647
747,Koenigsegg,2016,petrol,489.6666666666667
748,Koenigsegg,2017,petrol,495.3
749,Koenigsegg,2019,petrol,381.0
750,Koenigsegg,2020,petrol,381.0
751,Koenigsegg,2021,petrol,381.0
752,Lada,2015,lpg,228.61428571428573
753,Lada,2015,petrol,259.2447619047619
754,Lada,2016,lpg,266.5
755,Lada,2016,petrol,223.65200000000002
756,Lada,2017,petrol,247.7625909752547
757,Lada,2018,lpg,251.99200000000002
758,Lada,2018,petrol,244.42177189409372
759,Lada,2019,petrol,237.37347294938917
760,Lada,2020,petrol,237.37347294938917
761,Lada,2021,petrol,237.37347294938917
762,Lamborghini,2015,petrol,427.27426900584794
763,Lamborghini,2016,petrol,410.8909090909091
764,Lamborghini,2017,petrol,412.97583081570997
765,Lamborghini,2018,petrol,434.38056478405315
766,Lamborghini,2019,petrol,349.20289968652037
767,Lamborghini,2020,petrol,349.20289968652037
768,Lamborghini,2021,petrol,349.20289968652037
769,Lancia,2015,diesel,205.19095477386935
770,Lancia,2015,lpg,148.79090909090908
771,Lancia,2015,ng-biomethane,111.8
772,Lancia,2015,petrol,157.0644927536232
773,Lancia,2016,diesel,165.5193548387097
774,Lancia,2016,lpg,147.7357142857143
775,Lancia,2016,ng-biomethane,111.8
776,Lancia,2016,petrol,152.28870967741935
777,Lancia,2017,diesel,139.48999999999998
778,Lancia,2017,lpg,146.64000000000001
779,Lancia,2017,ng-biomethane,111.8
780,Lancia,2017,petrol,155.3859778597786
781,Lancia,2018,diesel,123.63686322939178
782,Lancia,2018,lpg,138.1485087248876
783,Lancia,2018,ng,117.76139053254437
784,Lancia,2018,petrol,152.0035259608697
785,Lancia,2019,lpg,123.73599849141995
786,Lancia,2019,ng-biomethane,112.65423728813559
787,Lancia,2019,petrol,119.59290303815543
788,Lancia,2020,lpg,123.73599849141995
789,Lancia,2020,ng-biomethane,112.65423728813559
790,Lancia,2020,petrol,119.59290303815543
791,Lancia,2021,lpg,123.73599849141995
792,Lancia,2021,ng-biomethane,112.65423728813559
793,Lancia,2021,petrol,119.59290303815543
794,Lexus,2015,diesel,151.775
795,Lexus,2015,petrol,169.23818630475017
796,Lexus,2015,petrol-electric,153.61666666666667
797,Lexus,2016,petrol,169.38851711026615
798,Lexus,2017,petrol,162.65338022104206
799,Lexus,2017,petrol-electric,155.48
800,Lexus,2018,petrol,156.70268683012773
801,Lexus,2019,diesel,157.0
802,Lexus,2019,electric,0.0
803,Lexus,2019,petrol,147.13381732719486
804,Lexus,2019,petrol-electric,97.125
805,Lexus,2020,diesel,157.0
806,Lexus,2020,electric,0.0
807,Lexus,2020,petrol,147.13381732719486
808,Lexus,2020,petrol-electric,97.125
809,Lexus,2021,diesel,157.0
810,Lexus,2021,electric,0.0
811,Lexus,2021,petrol,147.13381732719486
812,Lexus,2021,petrol-electric,97.125
813,Lotus,2015,petrol,266.4133333333333
814,Lotus,2016,petrol,268.3148
815,Lotus,2017,petrol,264.78636363636366
816,Lotus,2018,diesel,230.0
817,Lotus,2018,petrol,265.20604719764015
818,Lotus,2019,petrol,202.61349693251535
819,Lotus,2020,petrol,202.61349693251535
820,Lotus,2021,petrol,202.61349693251535
821,Lynk & Co,2019,petrol,150.46706586826346
822,Lynk & Co,2019,petrol-electric,27.005720237141485
823,Lynk & Co,2020,petrol,150.46706586826346
824,Lynk & Co,2020,petrol-electric,27.005720237141485
825,Lynk & Co,2021,petrol,150.46706586826346
826,Lynk & Co,2021,petrol-electric,27.005720237141485
827,MAN,2015,petrol,368.55
828,MAN,2016,electric,0.0
829,MAN,2017,diesel,254.28000000000003
830,MAN,2018,diesel,253.92391304347825
831,MAN,2019,diesel,270.51851851851853
832,MAN,2019,electric,0.0
833,MAN,2020,diesel,270.51851851851853
834,MAN,2020,electric,0.0
835,MAN,2021,diesel,270.51851851851853
836,MAN,2021,electric,0.0
837,Maserati,2015,diesel,208.31416666666667
838,Maserati,2015,petrol,373.14482758620693
839,Maserati,2016,biodiesel,245.69999999999996
840,Maserati,2016,diesel,220.41333333333333
841,Maserati,2016,petrol,345.5165109034268
842,Maserati,2017,diesel,232.3623880597015
843,Maserati,2017,petrol,323.3415637860083
844,Maserati,2018,diesel,232.33223243109015
845,Maserati,2018,petrol,323.34491638795987
846,Maserati,2019,diesel,238.01098901098902
847,Maserati,2019,petrol,263.66112216474335
848,Maserati,2019,petrol-electric,205.05405405405406
849,Maserati,2020,diesel,238.01098901098902
850,Maserati,2020,petrol,263.66112216474335
851,Maserati,2020,petrol-electric,205.05405405405406
852,Maserati,2021,diesel,238.01098901098902
853,Maserati,2021,petrol,263.66112216474335
854,Maserati,2021,petrol-electric,205.05405405405406
855,Maxus,2019,electric,0.0
856,Maxus,2020,electric,0.0
857,Maxus,2021,electric,0.0
858,Mazda,2015,diesel,160.88303886925794
859,Mazda,2015,lpg,339.3
860,Mazda,2015,petrol,171.7467741935484
861,Mazda,2016,diesel,155.94560874481718
862,Mazda,2016,lpg,217.8090909090909
863,Mazda,2016,petrol,168.46479357798168
864,Mazda,2017,diesel,159.70999611046287
865,Mazda,2017,petrol,173.7811723886048
866,Mazda,2018,diesel,165.96640753828032
867,Mazda,2018,lpg,199.33333333333334
868,Mazda,2018,petrol,168.35912415583272
869,Mazda,2019,diesel,162.58529567519858
870,Mazda,2019,electric,0.0
871,Mazda,2019,petrol,141.95275508540584
872,Mazda,2019,petrol-electric,120.0
873,Mazda,2020,diesel,162.58529567519858
874,Mazda,2020,electric,0.0
875,Mazda,2020,petrol,141.95275508540584
876,Mazda,2020,petrol-electric,120.0
877,Mazda,2021,diesel,162.58529567519858
878,Mazda,2021,electric,0.0
879,Mazda,2021,petrol,141.95275508540584
880,Mazda,2021,petrol-electric,120.0
881,McLaren,2015,petrol,355.815306122449
882,McLaren,2015,petrol-electric,252.2
883,McLaren,2016,petrol,340.19190938511326
884,McLaren,2017,petrol,329.02006269592476
885,McLaren,2018,petrol,318.8393684210526
886,McLaren,2019,diesel,289.0
887,McLaren,2019,petrol,277.422131147541
888,McLaren,2020,diesel,289.0
889,McLaren,2020,petrol,277.422131147541
890,McLaren,2021,diesel,289.0
891,McLaren,2021,petrol,277.422131147541
892,Mercedes,2015,biodiesel,243.1
893,Mercedes,2015,diesel,179.24335628479344
894,Mercedes,2015,electric,0.0
895,Mercedes,2015,ng-biomethane,163.66643835616438
896,Mercedes,2015,petrol,212.19399785637728
897,Mercedes,2015,petrol-electric,76.86333333333333
898,Mercedes,2016,biodiesel,231.0811320754717
899,Mercedes,2016,diesel,178.25480694392743
900,Mercedes,2016,electric,0.0
901,Mercedes,2016,lpg,198.9
902,Mercedes,2016,ng-biomethane,174.24684684684686
903,Mercedes,2016,petrol,210.02100689655174
904,Mercedes,2016,petrol-electric,79.16244411326379
905,Mercedes,2017,diesel,160.89681444839766
906,Mercedes,2017,diesel-electric,132.79758522727272
907,Mercedes,2017,electric,0.0
908,Mercedes,2017,ng-biomethane,189.76454545454544
909,Mercedes,2017,petrol,193.2602981583247
910,Mercedes,2017,petrol-electric,78.71452784503633
911,Mercedes,2018,diesel,165.94892354543245
912,Mercedes,2018,diesel-electric,154.4
913,Mercedes,2018,electric,0.0
914,Mercedes,2018,ng,226.46
915,Mercedes,2018,petrol,187.5574453134936
916,Mercedes,2018,petrol-electric,75.11448880072734
917,Mercedes,2019,diesel,162.03319184747122
918,Mercedes,2019,diesel-electric,37.89828648670139
919,Mercedes,2019,electric,0.0
920,Mercedes,2019,lpg,141.74025974025975
921,Mercedes,2019,ng,26.0
922,Mercedes,2019,other,136.76279069767443
923,Mercedes,2019,petrol,177.02790377684482
924,Mercedes,2019,petrol-electric,33.3296117865293
925,Mercedes,2020,diesel,162.03319184747122
926,Mercedes,2020,diesel-electric,37.89828648670139
927,Mercedes,2020,electric,0.0
928,Mercedes,2020,lpg,141.74025974025975
929,Mercedes,2020,ng,26.0
930,Mercedes,2020,other,136.76279069767443
931,Mercedes,2020,petrol,177.02790377684482
932,Mercedes,2020,petrol-electric,33.3296117865293
933,Mercedes,2021,diesel,162.03319184747122
934,Mercedes,2021,diesel-electric,37.89828648670139
935,Mercedes,2021,electric,0.0
936,Mercedes,2021,lpg,141.74025974025975
937,Mercedes,2021,ng,26.0
938,Mercedes,2021,other,136.76279069767443
939,Mercedes,2021,petrol,177.02790377684482
940,Mercedes,2021,petrol-electric,33.3296117865293
941,Mini,2015,diesel,145.81778465772274
942,Mini,2015,petrol,169.23566502463055
943,Mini,2016,diesel,143.21541786743515
944,Mini,2016,petrol,165.41841851494695
945,Mini,2017,diesel,137.91065694325286
946,Mini,2017,petrol,157.42344213649852
947,Mini,2017,petrol-electric,65.05727272727273
948,Mini,2018,diesel,139.02372920164862
949,Mini,2018,petrol,155.8349374718793
950,Mini,2018,petrol-electric,69.75524756665256
951,Mini,2019,diesel,135.83093381323735
952,Mini,2019,electric,0.0
953,Mini,2019,petrol,137.5028873100939
954,Mini,2019,petrol-electric,42.352693517297354
955,Mini,2020,diesel,135.83093381323735
956,Mini,2020,electric,0.0
957,Mini,2020,petrol,137.5028873100939
958,Mini,2020,petrol-electric,42.352693517297354
959,Mini,2021,diesel,135.83093381323735
960,Mini,2021,electric,0.0
961,Mini,2021,petrol,137.5028873100939
962,Mini,2021,petrol-electric,42.352693517297354
963,Mitsubishi,2015,diesel,204.0129064039409
964,Mitsubishi,2015,electric,0.0
965,Mitsubishi,2015,lpg,162.04117647058823
966,Mitsubishi,2015,petrol,168.6973544973545
967,Mitsubishi,2015,petrol-electric,56.29
968,Mitsubishi,2016,diesel,208.43650793650792
969,Mitsubishi,2016,electric,0.0
970,Mitsubishi,2016,lpg,168.56666666666666
971,Mitsubishi,2016,petrol,163.18964326812426
972,Mitsubishi,2016,petrol-electric,55.1824
973,Mitsubishi,2017,diesel,197.39844162704702
974,Mitsubishi,2017,electric,0.0
975,Mitsubishi,2017,lpg,146.7375
976,Mitsubishi,2017,petrol,158.53442805799975
977,Mitsubishi,2017,petrol-electric,53.50128205128205
978,Mitsubishi,2018,diesel,212.67475566287226
979,Mitsubishi,2018,electric,0.0
980,Mitsubishi,2018,lpg,169.45830508474577
981,Mitsubishi,2018,petrol,157.4014949102627
982,Mitsubishi,2018,petrol-electric,49.71729417933927
983,Mitsubishi,2019,diesel,196.4320987654321
984,Mitsubishi,2019,diesel-electric,46.0
985,Mitsubishi,2019,electric,0.0
986,Mitsubishi,2019,lpg,131.11428571428573
987,Mitsubishi,2019,petrol,131.40761076861665
988,Mitsubishi,2019,petrol-electric,46.016623389593526
989,Mitsubishi,2020,diesel,196.4320987654321
990,Mitsubishi,2020,diesel-electric,46.0
991,Mitsubishi,2020,electric,0.0
992,Mitsubishi,2020,lpg,131.11428571428573
993,Mitsubishi,2020,petrol,131.40761076861665
994,Mitsubishi,2020,petrol-electric,46.016623389593526
995,Mitsubishi,2021,diesel,196.4320987654321
996,Mitsubishi,2021,diesel-electric,46.0
997,Mitsubishi,2021,electric,0.0
998,Mitsubishi,2021,lpg,131.11428571428573
999,Mitsubishi,2021,petrol,131.40761076861665
1000,Mitsubishi,2021,petrol-electric,46.016623389593526
1001,Morgan,2015,petrol,259.696992481203
1002,Morgan,2016,petrol,260.24640522875814
1003,Morgan,2017,petrol,256.68564356435644
1004,Morgan,2018,petrol,251.9663656884876
1005,Morgan,2019,petrol,168.67052023121389
1006,Morgan,2020,petrol,168.67052023121389
1007,Morgan,2021,petrol,168.67052023121389
1008,Nissan,2015,diesel,157.05466437915504
1009,Nissan,2015,electric,0.0
1010,Nissan,2015,lpg,134.5
1011,Nissan,2015,petrol,172.60614689709348
1012,Nissan,2016,diesel,154.70417168070597
1013,Nissan,2016,electric,0.0
1014,Nissan,2016,lpg,145.20434782608697
1015,Nissan,2016,ng-biomethane,219.7
1016,Nissan,2016,petrol,172.53311335403725
1017,Nissan,2017,diesel,148.2436703545478
1018,Nissan,2017,electric,0.0
1019,Nissan,2017,lpg,155.22
1020,Nissan,2017,petrol,162.36628949721782
1021,Nissan,2018,diesel,148.23745119254835
1022,Nissan,2018,electric,0.0
1023,Nissan,2018,lpg,159.85435342606903
1024,Nissan,2018,petrol,163.7337530795518
1025,Nissan,2019,diesel,153.9650979177955
1026,Nissan,2019,electric,0.0
1027,Nissan,2019,lpg,115.5938566552901
1028,Nissan,2019,petrol,140.76294633204077
1029,Nissan,2019,petrol-electric,144.0
1030,Nissan,2020,diesel,153.9650979177955
1031,Nissan,2020,electric,0.0
1032,Nissan,2020,lpg,115.5938566552901
1033,Nissan,2020,petrol,140.76294633204077
1034,Nissan,2020,petrol-electric,144.0
1035,Nissan,2021,diesel,153.9650979177955
1036,Nissan,2021,electric,0.0
1037,Nissan,2021,lpg,115.5938566552901
1038,Nissan,2021,petrol,140.76294633204077
1039,Nissan,2021,petrol-electric,144.0
1040,Opel,2015,diesel,162.50380422854636
1041,Opel,2015,lpg,161.62795941375424
1042,Opel,2015,ng-biomethane,172.93823529411767
1043,Opel,2015,petrol,180.5685842186143
1044,Opel,2015,petrol-electric,35.1
1045,Opel,2016,diesel,153.61044520547946
1046,Opel,2016,lpg,166.43006607929516
1047,Opel,2016,ng-biomethane,175.6777777777778
1048,Opel,2016,petrol,168.7610190720182
1049,Opel,2016,petrol-electric,35.1
1050,Opel,2017,diesel,148.6730454448901
1051,Opel,2017,electric,0.0
1052,Opel,2017,lpg,176.0230806687226
1053,Opel,2017,ng-biomethane,173.7202380952381
1054,Opel,2017,petrol,160.4977586035902
1055,Opel,2018,diesel,150.86562078096662
1056,Opel,2018,electric,0.0
1057,Opel,2018,lpg,156.96150549867275
1058,Opel,2018,ng,151.92569887199608
1059,Opel,2018,petrol,159.15199342841655
1060,Opel,2019,diesel,130.63889132069542
1061,Opel,2019,diesel-electric,129.0
1062,Opel,2019,electric,0.0
1063,Opel,2019,lpg,130.33333333333334
1064,Opel,2019,other,126.96261682242991
1065,Opel,2019,petrol,127.2537065508914
1066,Opel,2019,petrol-electric,32.37829080599433
1067,Opel,2020,diesel,130.63889132069542
1068,Opel,2020,diesel-electric,129.0
1069,Opel,2020,electric,0.0
1070,Opel,2020,lpg,130.33333333333334
1071,Opel,2020,other,126.96261682242991
1072,Opel,2020,petrol,127.2537065508914
1073,Opel,2020,petrol-electric,32.37829080599433
1074,Opel,2021,diesel,130.63889132069542
1075,Opel,2021,diesel-electric,129.0
1076,Opel,2021,electric,0.0
1077,Opel,2021,lpg,130.33333333333334
1078,Opel,2021,other,126.96261682242991
1079,Opel,2021,petrol,127.2537065508914
1080,Opel,2021,petrol-electric,32.37829080599433
1081,Pagani,2015,petrol,453.7
1082,Pagani,2016,petrol,445.9
1083,Pagani,2017,petrol,445.9
1084,Pagani,2019,petrol,360.25
1085,Pagani,2020,petrol,360.25
1086,Pagani,2021,petrol,360.25
1087,Peugeot,2015,diesel,149.69475946042735
1088,Peugeot,2015,diesel-electric,131.3
1089,Peugeot,2015,electric,0.0
1090,Peugeot,2015,lpg,162.12857142857143
1091,Peugeot,2015,petrol,149.09663920208155
1092,Peugeot,2016,diesel,140.2867001716107
1093,Peugeot,2016,diesel-electric,141.70000000000002
1094,Peugeot,2016,electric,0.0
1095,Peugeot,2016,lpg,152.1342105263158
1096,Peugeot,2016,petrol,143.95313568985176
1097,Peugeot,2017,diesel,129.94823470674413
1098,Peugeot,2017,diesel-electric,139.425
1099,Peugeot,2017,electric,0.0
1100,Peugeot,2017,lpg,138.62727272727273
1101,Peugeot,2017,petrol,140.37843770753685
1102,Peugeot,2018,diesel,136.9133104588526
1103,Peugeot,2018,electric,0.0
1104,Peugeot,2018,lpg,146.34318996415772
1105,Peugeot,2018,petrol,141.77748970258898
1106,Peugeot,2019,diesel,127.15267583889215
1107,Peugeot,2019,diesel-electric,126.0
1108,Peugeot,2019,electric,0.0
1109,Peugeot,2019,lpg,135.83333333333334
1110,Peugeot,2019,other,125.19
1111,Peugeot,2019,petrol,127.46815987529382
1112,Peugeot,2019,petrol-electric,32.855587424906275
1113,Peugeot,2020,diesel,127.15267583889215
1114,Peugeot,2020,diesel-electric,126.0
1115,Peugeot,2020,electric,0.0
1116,Peugeot,2020,lpg,135.83333333333334
1117,Peugeot,2020,other,125.19
1118,Peugeot,2020,petrol,127.46815987529382
1119,Peugeot,2020,petrol-electric,32.855587424906275
1120,Peugeot,2021,diesel,127.15267583889215
1121,Peugeot,2021,diesel-electric,126.0
1122,Peugeot,2021,electric,0.0
1123,Peugeot,2021,lpg,135.83333333333334
1124,Peugeot,2021,other,125.19
1125,Peugeot,2021,petrol,127.46815987529382
1126,Peugeot,2021,petrol-electric,32.855587424906275
1127,Polestar,2019,electric,0.0
1128,Polestar,2019,petrol-electric,16.28813559322034
1129,Polestar,2020,electric,0.0
1130,Polestar,2020,petrol-electric,16.28813559322034
1131,Polestar,2021,electric,0.0
1132,Polestar,2021,petrol-electric,16.28813559322034
1133,Porsche,2015,diesel,222.75322061191628
1134,Porsche,2015,petrol,279.87432696059307
1135,Porsche,2015,petrol-electric,99.65446009389672
1136,Porsche,2016,diesel,223.94687753446877
1137,Porsche,2016,petrol,265.4740148698885
1138,Porsche,2016,petrol-electric,99.94431137724551
1139,Porsche,2017,diesel,222.4860933911712
1140,Porsche,2017,e85,217.1
1141,Porsche,2017,petrol,247.5974739970282
1142,Porsche,2017,petrol-electric,84.59029879705083
1143,Porsche,2018,diesel,217.10388375882673
1144,Porsche,2018,e85,221.86666666666667
1145,Porsche,2018,petrol,260.9569909019216
1146,Porsche,2018,petrol-electric,82.87307643873567
1147,Porsche,2019,diesel,219.7
1148,Porsche,2019,electric,0.0
1149,Porsche,2019,other,50.0
1150,Porsche,2019,petrol,245.96404617110468
1151,Porsche,2019,petrol-electric,70.47950224680262
1152,Porsche,2020,diesel,219.7
1153,Porsche,2020,electric,0.0
1154,Porsche,2020,other,50.0
1155,Porsche,2020,petrol,245.96404617110468
1156,Porsche,2020,petrol-electric,70.47950224680262
1157,Porsche,2021,diesel,219.7
1158,Porsche,2021,electric,0.0
1159,Porsche,2021,other,50.0
1160,Porsche,2021,petrol,245.96404617110468
1161,Porsche,2021,petrol-electric,70.47950224680262
1162,Renault,2015,diesel,147.65921583555388
1163,Renault,2015,electric,0.0
1164,Renault,2015,lpg,165.35161290322583
1165,Renault,2015,petrol,161.17936253999508
1166,Renault,2016,diesel,143.3865929265887
1167,Renault,2016,electric,0.0
1168,Renault,2016,lpg,167.34110429447853
1169,Renault,2016,petrol,156.9570789865872
1170,Renault,2017,diesel,130.22970332419874
1171,Renault,2017,diesel-electric,122.2
1172,Renault,2017,e85,147.55
1173,Renault,2017,electric,0.0
1174,Renault,2017,lpg,152.98947368421054
1175,Renault,2017,petrol,152.37353543438385
1176,Renault,2018,diesel,133.58518520054753
1177,Renault,2018,electric,0.0
1178,Renault,2018,lpg,125.80694284152341
1179,Renault,2018,petrol,149.89506950761108
1180,Renault,2019,diesel,132.63218843861628
1181,Renault,2019,electric,0.0
1182,Renault,2019,lpg,115.08832886595356
1183,Renault,2019,ng-biomethane,114.60837595907928
1184,Renault,2019,other,135.0
1185,Renault,2019,petrol,124.4234849984956
1186,Renault,2019,petrol-electric,32.90881869035867
1187,Renault,2020,diesel,132.63218843861628
1188,Renault,2020,electric,0.0
1189,Renault,2020,lpg,115.08832886595356
1190,Renault,2020,ng-biomethane,114.60837595907928
1191,Renault,2020,other,135.0
1192,Renault,2020,petrol,124.4234849984956
1193,Renault,2020,petrol-electric,32.90881869035867
1194,Renault,2021,diesel,132.63218843861628
1195,Renault,2021,electric,0.0
1196,Renault,2021,lpg,115.08832886595356
1197,Renault,2021,ng-biomethane,114.60837595907928
1198,Renault,2021,other,135.0
1199,Renault,2021,petrol,124.4234849984956
1200,Renault,2021,petrol-electric,32.90881869035867
1201,Rolls Royce,2015,petrol,434.537037037037
1202,Rolls Royce,2016,petrol,433.18108108108106
1203,Rolls Royce,2017,petrol,428.2086956521739
1204,Rolls Royce,2018,petrol,415.42144
1205,Rolls Royce,2019,petrol,365.234309623431
1206,Rolls Royce,2020,petrol,365.234309623431
1207,Rolls Royce,2021,petrol,365.234309623431
1208,Rover,2015,diesel,208.75833333333333
1209,Rover,2017,diesel,220.42222222222222
1210,Rover,2017,petrol,388.7
1211,Rover,2018,diesel,134.3777108433735
1212,Rover,2019,diesel,206.7
1213,Rover,2020,diesel,206.7
1214,Rover,2021,diesel,206.7
1215,Saab,2015,diesel,232.7
1216,Saab,2015,petrol,263.90000000000003
1217,Saab,2016,diesel,219.7
1218,Saab,2017,diesel,216.45
1219,Scania,2015,diesel,247.0
1220,Scania,2018,diesel,222.73333333333335
1221,Seat,2015,diesel,156.08444881889764
1222,Seat,2015,lpg,226.2
1223,Seat,2015,ng-biomethane,147.82589928057556
1224,Seat,2015,petrol,159.22781089135734
1225,Seat,2016,diesel,156.71170725354864
1226,Seat,2016,lpg,155.96578947368423
1227,Seat,2016,ng-biomethane,153.35112781954888
1228,Seat,2016,petrol,157.3216666666667
1229,Seat,2017,diesel,152.3685382012297
1230,Seat,2017,ng-biomethane,126.7061797752809
1231,Seat,2017,petrol,149.96992007204773
1232,Seat,2018,diesel,150.7894857925788
1233,Seat,2018,lpg,137.36666666666667
1234,Seat,2018,ng,155.51394388664727
1235,Seat,2018,petrol,150.15623157574836
1236,Seat,2019,diesel,135.7597536324939
1237,Seat,2019,diesel-electric,27.0
1238,Seat,2019,electric,0.0
1239,Seat,2019,lpg,113.0
1240,Seat,2019,ng,104.56432021074198
1241,Seat,2019,ng-biomethane,150.41666666666666
1242,Seat,2019,petrol,133.4767771865193
1243,Seat,2019,petrol-electric,31.579214871391667
1244,Seat,2020,diesel,135.7597536324939
1245,Seat,2020,diesel-electric,27.0
1246,Seat,2020,electric,0.0
1247,Seat,2020,lpg,113.0
1248,Seat,2020,ng,104.56432021074198
1249,Seat,2020,ng-biomethane,150.41666666666666
1250,Seat,2020,petrol,133.4767771865193
1251,Seat,2020,petrol-electric,31.579214871391667
1252,Seat,2021,diesel,135.7597536324939
1253,Seat,2021,diesel-electric,27.0
1254,Seat,2021,electric,0.0
1255,Seat,2021,lpg,113.0
1256,Seat,2021,ng,104.56432021074198
1257,Seat,2021,ng-biomethane,150.41666666666666
1258,Seat,2021,petrol,133.4767771865193
1259,Seat,2021,petrol-electric,31.579214871391667
1260,Skoda,2015,diesel,150.3368215653682
1261,Skoda,2015,lpg,164.06
1262,Skoda,2015,ng-biomethane,124.51176470588234
1263,Skoda,2015,petrol,160.86163667437418
1264,Skoda,2016,diesel,145.82825760017187
1265,Skoda,2016,lpg,141.23904382470118
1266,Skoda,2016,ng-biomethane,130.71255230125522
1267,Skoda,2016,petrol,155.12701265210734
1268,Skoda,2017,diesel,150.23066940681565
1269,Skoda,2017,lpg,131.3031137724551
1270,Skoda,2017,ng-biomethane,128.34000631512473
1271,Skoda,2017,petrol,147.83570940194795
1272,Skoda,2018,diesel,155.8198295912817
1273,Skoda,2018,ng,127.99928850446429
1274,Skoda,2018,petrol,147.62270874762353
1275,Skoda,2019,diesel,137.31249374099082
1276,Skoda,2019,electric,0.0
1277,Skoda,2019,lpg,121.98941798941799
1278,Skoda,2019,ng,102.60249140094822
1279,Skoda,2019,ng-biomethane,99.8
1280,Skoda,2019,petrol,132.88157492957544
1281,Skoda,2019,petrol-electric,26.818355011476665
1282,Skoda,2020,diesel,137.31249374099082
1283,Skoda,2020,electric,0.0
1284,Skoda,2020,lpg,121.98941798941799
1285,Skoda,2020,ng,102.60249140094822
1286,Skoda,2020,ng-biomethane,99.8
1287,Skoda,2020,petrol,132.88157492957544
1288,Skoda,2020,petrol-electric,26.818355011476665
1289,Skoda,2021,diesel,137.31249374099082
1290,Skoda,2021,electric,0.0
1291,Skoda,2021,lpg,121.98941798941799
1292,Skoda,2021,ng,102.60249140094822
1293,Skoda,2021,ng-biomethane,99.8
1294,Skoda,2021,petrol,132.88157492957544
1295,Skoda,2021,petrol-electric,26.818355011476665
1296,Skywell,2019,electric,0.0
1297,Skywell,2020,electric,0.0
1298,Skywell,2021,electric,0.0
1299,Smart,2015,diesel,115.05
1300,Smart,2015,electric,0.0
1301,Smart,2015,petrol,126.78133748055988
1302,Smart,2016,diesel,121.27142857142859
1303,Smart,2016,electric,0.0
1304,Smart,2016,petrol,126.43450998606596
1305,Smart,2017,diesel,147.08571428571426
1306,Smart,2017,electric,0.0
1307,Smart,2017,petrol,126.06221206810216
1308,Smart,2018,diesel,114.92
1309,Smart,2018,electric,0.0
1310,Smart,2018,lpg,122.2
1311,Smart,2018,petrol,129.4462810113654
1312,Smart,2019,electric,0.0
1313,Smart,2019,petrol,131.66666666666666
1314,Smart,2020,electric,0.0
1315,Smart,2020,petrol,131.66666666666666
1316,Smart,2021,electric,0.0
1317,Smart,2021,petrol,131.66666666666666
1318,SsangYong,2015,diesel,231.6371244635193
1319,SsangYong,2015,petrol,220.12325581395348
1320,SsangYong,2016,diesel,212.68619047619046
1321,SsangYong,2016,lpg,221.84499999999997
1322,SsangYong,2016,petrol,216.96349999999998
1323,SsangYong,2017,diesel,191.69356694560668
1324,SsangYong,2017,lpg,219.44
1325,SsangYong,2017,petrol,210.0430031446541
1326,SsangYong,2018,diesel,212.56288913773798
